"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Pomp",2.72199192314441e-26,0.500702816182345,0.845,0.54,7.62103298641971e-22,"Classical monocytes","Pomp"
"Mcemp1",3.9022518758935e-26,0.324599084810666,0.598,0.221,1.09255248021266e-21,"Classical monocytes","Mcemp1"
"Pou2f2",4.22584581624087e-26,0.367193465021958,0.558,0.18,1.18315231163112e-21,"Classical monocytes","Pou2f2"
"Ikbkb",4.45217726490067e-26,0.480095070132842,0.622,0.289,1.24652059062689e-21,"Classical monocytes","Ikbkb"
"Eif3e",4.81415512548953e-26,0.407549448984303,0.842,0.556,1.34786715203456e-21,"Classical monocytes","Eif3e"
"Tkt",9.60680297444804e-26,0.46319681273738,0.799,0.496,2.68971269678596e-21,"Classical monocytes","Tkt"
"Eif3i",1.03970244661893e-25,0.438277306212694,0.711,0.408,2.91095891004369e-21,"Classical monocytes","Eif3i"
"Gnb2l1",2.09313656013467e-25,0.293351266864365,0.991,0.899,5.86036374106504e-21,"Classical monocytes","Gnb2l1"
"Ppt1",2.22441497158998e-25,0.399953280960756,0.608,0.271,6.22791703745763e-21,"Classical monocytes","Ppt1"
"Ucp2",2.26624585465576e-25,0.411341298942513,0.967,0.722,6.34503514386518e-21,"Classical monocytes","Ucp2"
"Ctsa",3.50610534121238e-25,0.45495688990229,0.684,0.327,9.81639373432641e-21,"Classical monocytes","Ctsa"
"Rps17",3.68059359554618e-25,0.254292911030859,0.998,0.949,1.03049259488102e-20,"Classical monocytes","Rps17"
"Mrpl30",8.10966338443046e-25,0.439685631976052,0.689,0.386,2.27054355437284e-20,"Classical monocytes","Mrpl30"
"Adgre5",1.10927981080826e-24,0.444930016617639,0.716,0.314,3.10576161430096e-20,"Classical monocytes","Adgre5"
"Ccnd3",2.5104918110591e-24,0.403952484154935,0.687,0.375,7.02887497260327e-20,"Classical monocytes","Ccnd3"
"Cox5b",3.6513762953273e-24,0.448762064858286,0.896,0.644,1.02231233516574e-19,"Classical monocytes","Cox5b"
"Snrpb2",3.92163725701539e-24,0.470592677734672,0.644,0.328,1.09797999921917e-19,"Classical monocytes","Snrpb2"
"Aldh2",4.41504512531261e-24,0.462574440449493,0.81,0.464,1.23612433418502e-19,"Classical monocytes","Aldh2"
"D8Ertd738e",6.87363265107513e-24,0.425817342809249,0.873,0.629,1.92447966964802e-19,"Classical monocytes","D8Ertd738e"
"Sdf2l1",9.59056220728565e-24,0.539421045909133,0.581,0.246,2.68516560679584e-19,"Classical monocytes","Sdf2l1"
"Fam111a",9.92131512934063e-24,0.568029436663898,0.649,0.258,2.77776980991279e-19,"Classical monocytes","Fam111a"
"Card19",1.33954723807647e-23,0.46816703768105,0.52,0.194,3.7504643571665e-19,"Classical monocytes","Card19"
"Cmpk1",1.83699237472906e-23,0.478606901913896,0.679,0.356,5.14321125076642e-19,"Classical monocytes","Cmpk1"
"Epsti1",2.42898646247376e-23,0.399778110310236,0.522,0.182,6.80067629763403e-19,"Classical monocytes","Epsti1"
"Tmem258",3.49956030700074e-23,0.411300010401358,0.782,0.508,9.79806894754066e-19,"Classical monocytes","Tmem258"
"Tnfrsf1a",4.71708803599131e-23,0.44501398663384,0.567,0.244,1.32069030831685e-18,"Classical monocytes","Tnfrsf1a"
"Aldoa",5.0490141399167e-23,0.385204064332313,0.868,0.641,1.41362297889388e-18,"Classical monocytes","Aldoa"
"Ssr4",5.21008020023677e-23,0.439832379532005,0.78,0.513,1.45871825446229e-18,"Classical monocytes","Ssr4"
"Ptprc",6.37006177846311e-23,0.392734271890233,0.9,0.534,1.7834898967341e-18,"Classical monocytes","Ptprc"
"Myo1f",6.88564932713018e-23,0.484842503710775,0.527,0.193,1.92784409860991e-18,"Classical monocytes","Myo1f"
"Pgd",8.75293751863434e-23,0.470811387649163,0.637,0.323,2.45064744646724e-18,"Classical monocytes","Pgd"
"Mrpl52",1.13642719428768e-22,0.349312533999135,0.854,0.623,3.18176885856664e-18,"Classical monocytes","Mrpl52"
"Cd302",1.3269795931301e-22,0.401207426583848,0.568,0.262,3.71527746484566e-18,"Classical monocytes","Cd302"
"2010107E04Rik",1.62777396371293e-22,0.409486574908434,0.923,0.722,4.55744154360347e-18,"Classical monocytes","2010107E04Rik"
"Gltscr2",2.26102525261453e-22,0.37874998471301,0.805,0.524,6.33041850227015e-18,"Classical monocytes","Gltscr2"
"Atox1",2.55728184374301e-22,0.370011318801422,0.951,0.712,7.15987770611167e-18,"Classical monocytes","Atox1"
"Atp5f1",4.86604927526503e-22,0.427549095458928,0.886,0.633,1.3623964760887e-17,"Classical monocytes","Atp5f1"
"H2afy",1.66697367737957e-21,0.41745813935513,0.774,0.472,4.66719290192731e-17,"Classical monocytes","H2afy"
"Rps12-ps3",1.92275636605029e-21,0.360550387433174,0.891,0.699,5.3833332736676e-17,"Classical monocytes","Rps12-ps3"
"2700060E02Rik",1.97298901083148e-21,0.367931813597618,0.74,0.495,5.52397463252599e-17,"Classical monocytes","2700060E02Rik"
"Cox7a2l",2.03149146558261e-21,0.330656408143755,0.938,0.774,5.68776980533818e-17,"Classical monocytes","Cox7a2l"
"1110008F13Rik",2.68218786263933e-21,0.456626597018573,0.778,0.47,7.50958957781759e-17,"Classical monocytes","1110008F13Rik"
"Clic1",3.34802654635647e-21,0.306339974861998,0.887,0.666,9.37380472448884e-17,"Classical monocytes","Clic1"
"Lamp1",3.50479852512164e-21,0.33647323210196,0.836,0.538,9.81273491063556e-17,"Classical monocytes","Lamp1"
"Hint1",5.51533314036482e-21,0.338897638750766,0.927,0.722,1.54418297263934e-16,"Classical monocytes","Hint1"
"Naaa",7.60458906704736e-21,0.34743255469142,0.606,0.251,2.12913284699192e-16,"Classical monocytes","Naaa"
"Lrp1",9.93465897816075e-21,0.372055010531975,0.566,0.222,2.78150582070545e-16,"Classical monocytes","Lrp1"
"Sdhb",1.01717349325151e-20,0.424559079051199,0.655,0.359,2.84788234640558e-16,"Classical monocytes","Sdhb"
"Ccdc12",1.27686974910173e-20,0.437114521949987,0.807,0.503,3.57497992353504e-16,"Classical monocytes","Ccdc12"
"Tmem14c",1.35065498719082e-20,0.439615315749287,0.771,0.457,3.78156383313685e-16,"Classical monocytes","Tmem14c"
"Lamtor1",1.99029530160194e-20,0.375140783295791,0.598,0.343,5.57242878542512e-16,"Classical monocytes","Lamtor1"
"Nme1",2.15736437147584e-20,0.427074380484197,0.726,0.407,6.04018876725806e-16,"Classical monocytes","Nme1"
"Man2b1",2.63272990440292e-20,0.445430698240245,0.545,0.223,7.37111718634731e-16,"Classical monocytes","Man2b1"
"Psmd8",2.81082071381307e-20,0.439485956871773,0.705,0.409,7.86973583453383e-16,"Classical monocytes","Psmd8"
"Fcgr2b",3.57033297194538e-20,0.359804364284425,0.501,0.197,9.99621825485267e-16,"Classical monocytes","Fcgr2b"
"Ctsz",3.81077987799107e-20,0.386645381437729,0.863,0.535,1.06694215023994e-15,"Classical monocytes","Ctsz"
"Psmb1",4.08649010517485e-20,0.382455299289877,0.845,0.598,1.14413549964686e-15,"Classical monocytes","Psmb1"
"Rpl23a-ps3",4.20543995804232e-20,0.32107446226035,0.82,0.569,1.17743907945269e-15,"Classical monocytes","Rpl23a-ps3"
"Wdr89",5.99867964845733e-20,0.33774504140632,0.795,0.533,1.67951032797508e-15,"Classical monocytes","Wdr89"
"Sec11c",7.15079760808011e-20,0.434677807714319,0.745,0.455,2.00208031431027e-15,"Classical monocytes","Sec11c"
"Anxa1",1.14911724231648e-19,0.408081183282588,0.715,0.356,3.21729845503768e-15,"Classical monocytes","Anxa1"
"Ppib",1.17611191364514e-19,0.427488370134648,0.845,0.587,3.29287813582367e-15,"Classical monocytes","Ppib"
"Scand1",1.29855829538167e-19,0.387901259095477,0.739,0.47,3.63570351540959e-15,"Classical monocytes","Scand1"
"Cdc42",1.62359397393715e-19,0.369137845907202,0.955,0.753,4.54573840822924e-15,"Classical monocytes","Cdc42"
"Cox6b1",1.93587233071026e-19,0.287132718729106,0.955,0.797,5.42005535152259e-15,"Classical monocytes","Cox6b1"
"Brk1",3.48644499473751e-19,0.402016896165222,0.804,0.546,9.76134869626607e-15,"Classical monocytes","Brk1"
"Prdx2",3.56498205386545e-19,0.477676958031046,0.747,0.45,9.9812367544125e-15,"Classical monocytes","Prdx2"
"Slfn2",4.14154041960415e-19,0.44628411952896,0.759,0.379,1.15954848668077e-14,"Classical monocytes","Slfn2"
"Serp1",4.14909799745372e-19,0.352932745147429,0.839,0.578,1.16166445732709e-14,"Classical monocytes","Serp1"
"Ndufs8",4.84073306615777e-19,0.409125937589823,0.525,0.263,1.35530844386285e-14,"Classical monocytes","Ndufs8"
"Abracl",5.7635482636452e-19,0.369064510027992,0.797,0.488,1.61367824285538e-14,"Classical monocytes","Abracl"
"Rap1a",7.23730431365666e-19,0.412733092786612,0.828,0.527,2.02630046173759e-14,"Classical monocytes","Rap1a"
"Actb",8.77307865278755e-19,0.345910825151134,1,0.99,2.45628656120746e-14,"Classical monocytes","Actb"
"Timm10b",1.10375963466827e-18,0.480566696823797,0.667,0.351,3.09030622514422e-14,"Classical monocytes","Timm10b"
"Ap2a2",1.50042059090654e-18,0.44090613481033,0.518,0.223,4.20087757042014e-14,"Classical monocytes","Ap2a2"
"Rnf149",1.73670327547737e-18,0.3697084421696,0.573,0.294,4.86242183068154e-14,"Classical monocytes","Rnf149"
"Akap13",1.82856057773296e-18,0.294865195899342,0.83,0.584,5.11960390553673e-14,"Classical monocytes","Akap13"
"Tmem256",1.99482580505501e-18,0.399010519719272,0.813,0.55,5.58511328899302e-14,"Classical monocytes","Tmem256"
"Flna",2.89900671485615e-18,0.349745265961347,0.703,0.37,8.11663900025426e-14,"Classical monocytes","Flna"
"Lamp2",5.11899696783884e-18,0.375068030789963,0.72,0.445,1.43321677105552e-13,"Classical monocytes","Lamp2"
"Cox7b",5.54228128010546e-18,0.359871060336849,0.842,0.581,1.55172791280393e-13,"Classical monocytes","Cox7b"
"Ctsh",6.02159241243884e-18,0.255009133481221,0.914,0.622,1.68592544363463e-13,"Classical monocytes","Ctsh"
"Tomm22",6.22954557574216e-18,0.353515041781443,0.727,0.454,1.74414817029629e-13,"Classical monocytes","Tomm22"
"Eif4a1",9.54003519193575e-18,0.323171074949706,0.804,0.567,2.67101905303817e-13,"Classical monocytes","Eif4a1"
"Metrnl",2.1132724418484e-17,0.443954156852744,0.518,0.206,5.91674018268716e-13,"Classical monocytes","Metrnl"
"Eif3m",2.39649973921377e-17,0.355104710994868,0.717,0.466,6.7097199698507e-13,"Classical monocytes","Eif3m"
"Psmb10",2.5703770322246e-17,0.324265494578358,0.55,0.285,7.19654161482244e-13,"Classical monocytes","Psmb10"
"Supt4a",3.25433753167782e-17,0.300399592359617,0.698,0.434,9.11149422119155e-13,"Classical monocytes","Supt4a"
"Psmb8",5.42315834054466e-17,0.333565822863417,0.847,0.517,1.51837587218569e-12,"Classical monocytes","Psmb8"
"Itga4",6.44705130243206e-17,0.325254241938595,0.501,0.201,1.80504542365493e-12,"Classical monocytes","Itga4"
"Cytip",6.59120013135491e-17,0.345110168746715,0.767,0.437,1.84540421277675e-12,"Classical monocytes","Cytip"
"Ndufb5",6.85598096632563e-17,0.315217132603615,0.736,0.512,1.91953755095185e-12,"Classical monocytes","Ndufb5"
"Pgam1",8.47452420338938e-17,0.437275715653056,0.603,0.301,2.37269728646496e-12,"Classical monocytes","Pgam1"
"Smdt1",9.48852377520152e-17,0.397886221484653,0.859,0.618,2.65659688658092e-12,"Classical monocytes","Smdt1"
"Nedd8",1.04252622994336e-16,0.34626758703721,0.845,0.617,2.91886493859543e-12,"Classical monocytes","Nedd8"
"Cib1",1.20841276006784e-16,0.391906560941179,0.554,0.28,3.38331404563794e-12,"Classical monocytes","Cib1"
"Arl6ip5",1.37451667630077e-16,0.328887576589986,0.598,0.334,3.84837179030689e-12,"Classical monocytes","Arl6ip5"
"Higd2a",1.42519901554107e-16,0.295739331147466,0.673,0.445,3.99027220371188e-12,"Classical monocytes","Higd2a"
"Atp5d",2.04383215401798e-16,0.252753196769395,0.849,0.664,5.72232126481953e-12,"Classical monocytes","Atp5d"
"Anxa5",4.11186403506632e-16,0.284942641700704,0.784,0.49,1.15123969253787e-11,"Classical monocytes","Anxa5"
"Slc25a3",4.14727154047062e-16,0.347585893257903,0.901,0.716,1.16115308590096e-11,"Classical monocytes","Slc25a3"
"Tmem167",4.96183873406229e-16,0.401358887236139,0.642,0.376,1.38921560876276e-11,"Classical monocytes","Tmem167"
"Pitpna",1.06758496664363e-15,0.342376578370021,0.709,0.419,2.98902438960883e-11,"Classical monocytes","Pitpna"
"Lamtor5",1.49820255562035e-15,0.333549087240285,0.654,0.4,4.19466751522586e-11,"Classical monocytes","Lamtor5"
"Znhit1",1.95335092335114e-15,0.340766717433234,0.555,0.317,5.46899191519852e-11,"Classical monocytes","Znhit1"
"Stx7",2.32410585312275e-15,0.310059701049057,0.509,0.286,6.50703156757306e-11,"Classical monocytes","Stx7"
"Myeov2",3.27057600566928e-15,0.312015164838422,0.842,0.623,9.15695870067286e-11,"Classical monocytes","Myeov2"
"Pabpc1",3.31504503090963e-15,0.301124387236634,0.963,0.805,9.28146307754079e-11,"Classical monocytes","Pabpc1"
"Ap3s1",3.91717152103983e-15,0.39475036249409,0.52,0.237,1.09672968246073e-10,"Classical monocytes","Ap3s1"
"Snrpb",3.93863533764587e-15,0.286159133738951,0.763,0.535,1.10273912183409e-10,"Classical monocytes","Snrpb"
"Arhgap30",4.16359099631762e-15,0.360117165449336,0.622,0.312,1.16572220714901e-10,"Classical monocytes","Arhgap30"
"Atp5l",4.52299566130357e-15,0.258805338464932,0.975,0.866,1.26634832525177e-10,"Classical monocytes","Atp5l"
"Cct5",1.10047473902697e-14,0.309006690815345,0.623,0.384,3.08110917432771e-10,"Classical monocytes","Cct5"
"Rpl10-ps3",1.18932295846063e-14,0.293048199808986,0.858,0.643,3.32986641909808e-10,"Classical monocytes","Rpl10-ps3"
"Ube2d3",1.59240138299604e-14,0.254409385007524,0.88,0.714,4.4584053921123e-10,"Classical monocytes","Ube2d3"
"Uqcrfs1",1.77950667778221e-14,0.374885516800143,0.66,0.4,4.98226279645464e-10,"Classical monocytes","Uqcrfs1"
"Gm11808",3.65061653846433e-14,0.279915229161696,0.659,0.424,1.02209961843924e-09,"Classical monocytes","Gm11808"
"Fis1",3.78409034873637e-14,0.351590095075745,0.83,0.594,1.05946961583921e-09,"Classical monocytes","Fis1"
"Gnai2",3.82872576880867e-14,0.320268468487995,0.944,0.702,1.07196664075105e-09,"Classical monocytes","Gnai2"
"Atp5o",6.20333077216896e-14,0.319186683874247,0.69,0.474,1.73680854959187e-09,"Classical monocytes","Atp5o"
"Rps26-ps1",6.31048772124246e-14,0.322692980571478,0.513,0.26,1.76681035219346e-09,"Classical monocytes","Rps26-ps1"
"Vdac2",7.39713275711699e-14,0.260752677624386,0.667,0.456,2.07104922933761e-09,"Classical monocytes","Vdac2"
"Tmem234",7.68635184260238e-14,0.319373742354902,0.663,0.423,2.15202478889182e-09,"Classical monocytes","Tmem234"
"Atp6v0b",1.63767804155867e-13,0.312288099709362,0.86,0.604,4.58517098075597e-09,"Classical monocytes","Atp6v0b"
"Hnrnpa1",1.64892701623921e-13,0.343699153045717,0.678,0.446,4.61666586006654e-09,"Classical monocytes","Hnrnpa1"
"Bola2",2.50650716138491e-13,0.25666757596077,0.717,0.488,7.01771875044547e-09,"Classical monocytes","Bola2"
"Skap2",4.09705263585743e-13,0.335679060106028,0.51,0.255,1.14709279698736e-08,"Classical monocytes","Skap2"
"Prkcd",5.1548237053986e-13,0.305263545176133,0.529,0.275,1.4432475410375e-08,"Classical monocytes","Prkcd"
"Ppp4c",6.0369469609222e-13,0.308328765815435,0.57,0.324,1.690224410119e-08,"Classical monocytes","Ppp4c"
"Fam32a",6.53620407073359e-13,0.260411427260192,0.616,0.378,1.83000641572399e-08,"Classical monocytes","Fam32a"
"Polr1d",7.05066184146624e-13,0.367308242446991,0.805,0.568,1.97404430237372e-08,"Classical monocytes","Polr1d"
"Cope",9.02589689093867e-13,0.369995449209812,0.561,0.317,2.52707061152501e-08,"Classical monocytes","Cope"
"Mrpl20",9.40229424583994e-13,0.265540439103668,0.543,0.351,2.63245434295027e-08,"Classical monocytes","Mrpl20"
"Pcbp2",9.48412808622378e-13,0.259612811573011,0.836,0.65,2.65536618158093e-08,"Classical monocytes","Pcbp2"
"Psma1",1.51016447771821e-12,0.274924762168501,0.542,0.325,4.22815850471544e-08,"Classical monocytes","Psma1"
"Ndufa6",2.18883744003246e-12,0.264476705944636,0.879,0.692,6.12830706460287e-08,"Classical monocytes","Ndufa6"
"Ndufa3",2.23047356324401e-12,0.285779016185639,0.911,0.731,6.24487988237059e-08,"Classical monocytes","Ndufa3"
"H13",2.23256360406077e-12,0.402676137044203,0.594,0.328,6.25073157864934e-08,"Classical monocytes","H13"
"Rpl6l",4.49548043919539e-12,0.297070058419873,0.536,0.3,1.25864461336592e-07,"Classical monocytes","Rpl6l"
"Chmp4b",4.49709391940179e-12,0.269191171154847,0.717,0.497,1.25909635555411e-07,"Classical monocytes","Chmp4b"
"Atp6v0d1",6.52429879872231e-12,0.267465088940061,0.591,0.378,1.82667317766627e-07,"Classical monocytes","Atp6v0d1"
"Uqcrq",9.52839230574793e-12,0.284975868432386,0.867,0.656,2.66775927776331e-07,"Classical monocytes","Uqcrq"
"Nsa2",9.65633030513722e-12,0.266156194507272,0.796,0.585,2.70357935883232e-07,"Classical monocytes","Nsa2"
"Tmem160",1.4147022722783e-11,0.302445375882879,0.635,0.4,3.96088342192478e-07,"Classical monocytes","Tmem160"
"Snf8",1.83627636101828e-11,0.297485849989772,0.501,0.301,5.14120655557898e-07,"Classical monocytes","Snf8"
"Cct4",2.86830066198436e-11,0.303278491746155,0.645,0.408,8.0306681934238e-07,"Classical monocytes","Cct4"
"Ostc",4.98282989928308e-11,0.345956573067262,0.624,0.388,1.39509271520128e-06,"Classical monocytes","Ostc"
"Psmb5",6.55840098356336e-11,0.280428808236566,0.613,0.385,1.83622110737807e-06,"Classical monocytes","Psmb5"
"Ndufb8",6.61023674526918e-11,0.357022597691194,0.718,0.48,1.85073408394047e-06,"Classical monocytes","Ndufb8"
"Psmb3",1.36348197993216e-10,0.333093468311773,0.683,0.429,3.81747684741406e-06,"Classical monocytes","Psmb3"
"Psmb2",3.89975405523493e-10,0.377727395744373,0.631,0.361,1.09185314038468e-05,"Classical monocytes","Psmb2"
"Xbp1",5.53634671396552e-10,0.27974788793459,0.614,0.389,1.55006635297607e-05,"Classical monocytes","Xbp1"
"Capns1",5.5879727923327e-10,0.261439837441042,0.695,0.489,1.56452062239731e-05,"Classical monocytes","Capns1"
"Ssr3",8.01844534994422e-10,0.276827622024666,0.511,0.325,2.24500432907738e-05,"Classical monocytes","Ssr3"
"Atg3",1.14183982824546e-09,0.253854361292725,0.51,0.316,3.19692315112163e-05,"Classical monocytes","Atg3"
"Tln1",1.35504229743676e-09,0.326129684851255,0.637,0.368,3.79384742436345e-05,"Classical monocytes","Tln1"
"Atp5k",3.65765241951076e-09,0.264061378818368,0.878,0.701,0.000102406952441462,"Classical monocytes","Atp5k"
"Pgls",4.41966465376766e-09,0.255815875485763,0.663,0.446,0.000123741770976187,"Classical monocytes","Pgls"
"Tmed2",9.27314871510311e-09,0.314990144901714,0.74,0.521,0.000259629617725457,"Classical monocytes","Tmed2"
"Snrpe",2.07301218553959e-08,0.285592253694584,0.807,0.585,0.000580401951707373,"Classical monocytes","Snrpe"
"Psma4",2.77449628746258e-08,0.270244413631479,0.598,0.389,0.000776803470563773,"Classical monocytes","Psma4"
"Acaa1a",3.85086683691229e-08,0.307858155164731,0.509,0.304,0.0010781656969987,"Classical monocytes","Acaa1a"
"Sys1",4.36418906066939e-08,0.325731420754664,0.597,0.343,0.00122188565320622,"Classical monocytes","Sys1"
"Ndufa1",5.13156647278256e-08,0.278617064766938,0.736,0.531,0.00143673598104966,"Classical monocytes","Ndufa1"
"Hpcal1",5.18089140752701e-08,0.332472083852985,0.574,0.312,0.00145054597627941,"Classical monocytes","Hpcal1"
"Ndufb10",9.16410398211031e-08,0.284199080930484,0.685,0.476,0.00256576583291124,"Classical monocytes","Ndufb10"
"Psmb4",1.87935063785939e-07,0.258373677909104,0.576,0.385,0.00526180591587871,"Classical monocytes","Psmb4"
"Asah1",5.24133123717992e-07,0.310462323309093,0.544,0.324,0.0146746791978563,"Classical monocytes","Asah1"
"Ndufs2",1.21926506713386e-06,0.286189745666721,0.507,0.315,0.0341369833496137,"Classical monocytes","Ndufs2"
"Srp9",1.25117159200265e-05,0.264868219076456,0.768,0.573,0.350303022328902,"Classical monocytes","Srp9"
"Ear2",1.802728800684e-163,2.50062621423848,0.988,0.172,5.04728009615506e-159,"TR-AM","Ear2"
"Lpl",3.60034367239106e-162,2.24876953788771,0.988,0.17,1.00802422139605e-157,"TR-AM","Lpl"
"Abcg1",2.37734594913223e-158,2.16150326117517,0.973,0.126,6.65609318838041e-154,"TR-AM","Abcg1"
"Plet1",6.641588309655e-158,1.99341931728252,0.957,0.085,1.85951189493721e-153,"TR-AM","Plet1"
"Cd91",1.03003987001363e-154,2.24762540957342,0.999,0.483,2.88390562806416e-150,"TR-AM","Cd9"
"Chil31",9.81826973407471e-152,1.97846349384094,1,0.55,2.74891916014624e-147,"TR-AM","Chil3"
"Hebp1",1.55053587544566e-147,1.78628030397756,0.925,0.101,4.34119034407277e-143,"TR-AM","Hebp1"
"Ctsd",1.62529893117401e-147,1.87569546241574,1,0.534,4.55051194750099e-143,"TR-AM","Ctsd"
"Mrc1",1.01976692318634e-142,1.61142178271547,0.919,0.102,2.85514343153711e-138,"TR-AM","Mrc1"
"Atp6v0d2",1.47185875284368e-141,1.67359686660673,0.884,0.055,4.12091013621174e-137,"TR-AM","Atp6v0d2"
"Tnfaip2",4.6235619118042e-141,1.68620456649272,0.948,0.193,1.29450486406694e-136,"TR-AM","Tnfaip2"
